Département - commune,Libellé de la commune,Région,Département,Code de la zone d'emploi 90,Libellé de la zone d'emploi 90
CODGEO,LIBGEO,REG,DEP,ZE1990,LIBZE1990
02103,Boué,22,02,2241,Thiérache
02104,Bouffignereux,22,02,2242,Laonnois
02105,Bouresches,22,02,2205,Château-Thierry
02106,Bourg-et-Comin,22,02,2242,Laonnois
02107,Bourguignon-sous-Coucy,22,02,2232,Chauny-Tergnier-La Fère
02108,Bourguignon-sous-Montbavin,22,02,2242,Laonnois
02109,La Bouteille,22,02,2241,Thiérache
02110,Braine,22,02,2207,Soissons
02111,Brancourt-en-Laonnois,22,02,2242,Laonnois
02112,Brancourt-le-Grand,22,02,2231,Saint-Quentin
02114,Brasles,22,02,2205,Château-Thierry
02115,Braye-en-Laonnois,22,02,2242,Laonnois
02116,Braye-en-Thiérache,22,02,2241,Thiérache
02117,Bray-Saint-Christophe,22,02,2231,Saint-Quentin
02118,Braye,22,02,2207,Soissons
02119,Brécy,22,02,2205,Château-Thierry
02120,Brenelle,22,02,2207,Soissons
02121,Breny,22,02,2207,Soissons
02122,Brie,22,02,2232,Chauny-Tergnier-La Fère
02123,Brissay-Choigny,22,02,2231,Saint-Quentin
02124,Brissy-Hamégicourt,22,02,2231,Saint-Quentin
02125,Brumetz,22,02,2205,Château-Thierry
02126,Brunehamel,22,02,2242,Laonnois
02127,Bruyères-sur-Fère,22,02,2205,Château-Thierry
02128,Bruyères-et-Montbérault,22,02,2242,Laonnois
02129,Bruys,22,02,2207,Soissons
02130,Bucilly,22,02,2241,Thiérache
02131,Bucy-le-Long,22,02,2207,Soissons
02132,Bucy-lès-Cerny,22,02,2242,Laonnois
02133,Bucy-lès-Pierrepont,22,02,2242,Laonnois
02134,Buire,22,02,2241,Thiérache
02135,Buironfosse,22,02,2241,Thiérache
02136,Burelles,22,02,2241,Thiérache
02137,Bussiares,22,02,2205,Château-Thierry
02138,Buzancy,22,02,2207,Soissons
02139,Caillouël-Crépigny,22,02,2232,Chauny-Tergnier-La Fère
02140,Camelin,22,02,2232,Chauny-Tergnier-La Fère
02141,La Capelle,22,02,2241,Thiérache
02142,Castres,22,02,2231,Saint-Quentin
02143,Le Catelet,22,02,2231,Saint-Quentin
02144,Caulaincourt,22,02,2231,Saint-Quentin
02145,Caumont,22,02,2232,Chauny-Tergnier-La Fère
02146,Celles-lès-Condé,22,02,2205,Château-Thierry
02147,La Celle-sous-Montmirail,22,02,2205,Château-Thierry
02148,Celles-sur-Aisne,22,02,2207,Soissons
02149,Cerizy,22,02,2231,Saint-Quentin
02150,Cerny-en-Laonnois,22,02,2242,Laonnois
02151,Cerny-lès-Bucy,22,02,2242,Laonnois
02152,Cerseuil,22,02,2207,Soissons
02153,Cessières,22,02,2242,Laonnois
02154,Chacrise,22,02,2207,Soissons
02155,Chaillevois,22,02,2242,Laonnois
02156,Chalandry,22,02,2242,Laonnois
02157,Chambry,22,02,2242,Laonnois
02158,Chamouille,22,02,2242,Laonnois
02159,Champs,22,02,2232,Chauny-Tergnier-La Fère
02160,Chaourse,22,02,2242,Laonnois
02161,La Chapelle-Monthodon,22,02,2205,Château-Thierry
02162,La Chapelle-sur-Chézy,22,02,2205,Château-Thierry
02163,Charly-sur-Marne,22,02,2205,Château-Thierry
02164,Le Charmel,22,02,2205,Château-Thierry
02165,Charmes,22,02,2232,Chauny-Tergnier-La Fère
02166,Chartèves,22,02,2205,Château-Thierry
02167,Chassemy,22,02,2207,Soissons
02168,Château-Thierry,22,02,2205,Château-Thierry
02169,Châtillon-lès-Sons,22,02,2242,Laonnois
02170,Châtillon-sur-Oise,22,02,2231,Saint-Quentin
02171,Chaudardes,22,02,2242,Laonnois
02172,Chaudun,22,02,2207,Soissons
02173,Chauny,22,02,2232,Chauny-Tergnier-La Fère
02174,Chavignon,22,02,2207,Soissons
02175,Chavigny,22,02,2207,Soissons
02176,Chavonne,22,02,2207,Soissons
02177,Chérêt,22,02,2242,Laonnois
02178,Chermizy-Ailles,22,02,2242,Laonnois
02179,Chéry-Chartreuve,22,02,2207,Soissons
02180,Chéry-lès-Pouilly,22,02,2242,Laonnois
02181,Chéry-lès-Rozoy,22,02,2242,Laonnois
02182,Chevennes,22,02,2241,Thiérache
02183,Chevregny,22,02,2242,Laonnois
02184,Chevresis-Monceau,22,02,2231,Saint-Quentin
02185,Chézy-en-Orxois,22,02,2205,Château-Thierry
02186,Chézy-sur-Marne,22,02,2205,Château-Thierry
02187,Chierry,22,02,2205,Château-Thierry
02188,Chigny,22,02,2241,Thiérache
02189,Chivres-en-Laonnois,22,02,2242,Laonnois
02190,Chivres-Val,22,02,2207,Soissons
02191,Chivy-lès-Étouvelles,22,02,2242,Laonnois
02192,Chouy,22,02,2205,Château-Thierry
02193,Cierges,22,02,2205,Château-Thierry
02194,Cilly,22,02,2242,Laonnois
02195,Ciry-Salsogne,22,02,2207,Soissons
02196,Clacy-et-Thierret,22,02,2242,Laonnois
02197,Clairfontaine,22,02,2241,Thiérache
02198,Clamecy,22,02,2207,Soissons
02199,Clastres,22,02,2231,Saint-Quentin
02200,Clermont-les-Fermes,22,02,2242,Laonnois
02201,Coeuvres-et-Valsery,22,02,2207,Soissons
02203,Coincy,22,02,2205,Château-Thierry
02204,Coingt,22,02,2241,Thiérache
02205,Colligis-Crandelain,22,02,2242,Laonnois
02206,Colonfay,22,02,2241,Thiérache
02207,Commenchon,22,02,2232,Chauny-Tergnier-La Fère
02208,Concevreux,22,02,2242,Laonnois
02209,Condé-en-Brie,22,02,2205,Château-Thierry
02210,Condé-sur-Aisne,22,02,2207,Soissons
02211,Condé-sur-Suippe,22,02,2242,Laonnois
02212,Condren,22,02,2232,Chauny-Tergnier-La Fère
02213,Connigis,22,02,2205,Château-Thierry
02214,Contescourt,22,02,2231,Saint-Quentin
02215,Corbeny,22,02,2242,Laonnois
02216,Corcy,22,02,2207,Soissons
02217,Coucy-le-Château-Auffrique,22,02,2232,Chauny-Tergnier-La Fère
02218,Coucy-lès-Eppes,22,02,2242,Laonnois
02219,Coucy-la-Ville,22,02,2232,Chauny-Tergnier-La Fère
02220,Coulonges-Cohan,22,02,2205,Château-Thierry
02221,Coupru,22,02,2205,Château-Thierry
02222,Courbes,22,02,2232,Chauny-Tergnier-La Fère
02223,Courboin,22,02,2205,Château-Thierry
02224,Courcelles-sur-Vesle,22,02,2207,Soissons
02225,Courchamps,22,02,2205,Château-Thierry
02226,Courmelles,22,02,2207,Soissons
02227,Courmont,22,02,2205,Château-Thierry
02228,Courtemont-Varennes,22,02,2205,Château-Thierry
02229,Courtrizy-et-Fussigny,22,02,2242,Laonnois
02230,Couvrelles,22,02,2207,Soissons
02231,Couvron-et-Aumencourt,22,02,2242,Laonnois
02232,Coyolles,22,02,2207,Soissons
02233,Cramaille,22,02,2207,Soissons
02234,Craonne,22,02,2242,Laonnois
02235,Craonnelle,22,02,2242,Laonnois
02236,Crécy-au-Mont,22,02,2232,Chauny-Tergnier-La Fère
02237,Crécy-sur-Serre,22,02,2242,Laonnois
02238,Crépy,22,02,2242,Laonnois
02239,Crézancy,22,02,2205,Château-Thierry
02240,Croix-Fonsommes,22,02,2231,Saint-Quentin
02241,La Croix-sur-Ourcq,22,02,2205,Château-Thierry
02242,Crouttes-sur-Marne,22,02,2205,Château-Thierry
02243,Crouy,22,02,2207,Soissons
02244,Crupilly,22,02,2241,Thiérache
02245,Cuffies,22,02,2207,Soissons
02246,Cugny,22,02,2231,Saint-Quentin
02248,Cuirieux,22,02,2242,Laonnois
02249,Cuiry-Housse,22,02,2207,Soissons
02250,Cuiry-lès-Chaudardes,22,02,2242,Laonnois
02251,Cuiry-lès-Iviers,22,02,2242,Laonnois
02252,Cuissy-et-Geny,22,02,2242,Laonnois
02253,Cuisy-en-Almont,22,02,2207,Soissons
02254,Cutry,22,02,2207,Soissons
02255,Cys-la-Commune,22,02,2207,Soissons
02256,Dagny-Lambercy,22,02,2242,Laonnois
02257,Dallon,22,02,2231,Saint-Quentin
02258,Dammard,22,02,2205,Château-Thierry
02259,Dampleux,22,02,2207,Soissons
02260,Danizy,22,02,2232,Chauny-Tergnier-La Fère
02261,Dercy,22,02,2242,Laonnois
02262,Deuillet,22,02,2232,Chauny-Tergnier-La Fère
02263,Dhuizel,22,02,2207,Soissons
02264,Dizy-le-Gros,22,02,2242,Laonnois
02265,Dohis,22,02,2242,Laonnois
02266,Dolignon,22,02,2242,Laonnois
02267,Dommiers,22,02,2207,Soissons
02268,Domptin,22,02,2205,Château-Thierry
02269,Dorengt,22,02,2241,Thiérache
02270,Douchy,22,02,2231,Saint-Quentin
02271,Dravegny,22,02,2205,Château-Thierry
02272,Droizy,22,02,2207,Soissons
02273,Dury,22,02,2231,Saint-Quentin
02274,Ébouleau,22,02,2242,Laonnois
02275,Effry,22,02,2241,Thiérache
02276,Englancourt,22,02,2241,Thiérache
02277,Épagny,22,02,2207,Soissons
02278,Éparcy,22,02,2241,Thiérache
02279,Épaux-Bézu,22,02,2205,Château-Thierry
02280,Épieds,22,02,2205,Château-Thierry
02281,L'Épine-aux-Bois,22,02,2205,Château-Thierry
02282,Eppes,22,02,2242,Laonnois
02283,Erlon,22,02,2242,Laonnois
02284,Erloy,22,02,2241,Thiérache
02286,Esquéhéries,22,02,2241,Thiérache
02287,Essigny-le-Grand,22,02,2231,Saint-Quentin
02288,Essigny-le-Petit,22,02,2231,Saint-Quentin
02289,Essises,22,02,2205,Château-Thierry
02290,Essômes-sur-Marne,22,02,2205,Château-Thierry
02291,Estrées,22,02,2231,Saint-Quentin
02292,Étampes-sur-Marne,22,02,2205,Château-Thierry
02293,Étaves-et-Bocquiaux,22,02,2231,Saint-Quentin
02294,Étouvelles,22,02,2242,Laonnois
02295,Étréaupont,22,02,2241,Thiérache
02296,Étreillers,22,02,2231,Saint-Quentin
02297,Étrépilly,22,02,2205,Château-Thierry
02298,Étreux,22,02,2241,Thiérache
02299,Évergnicourt,22,02,2242,Laonnois
02301,Faucoucourt,22,02,2242,Laonnois
02302,Faverolles,22,02,2207,Soissons
02303,Fayet,22,02,2231,Saint-Quentin
02304,La Fère,22,02,2232,Chauny-Tergnier-La Fère
02305,Fère-en-Tardenois,22,02,2205,Château-Thierry
02306,La Ferté-Chevresis,22,02,2231,Saint-Quentin
02307,La Ferté-Milon,22,02,2205,Château-Thierry
02308,Fesmy-le-Sart,22,02,2241,Thiérache
02309,Festieux,22,02,2242,Laonnois
02310,Fieulaine,22,02,2231,Saint-Quentin
02311,Filain,22,02,2207,Soissons
02312,La Flamengrie,22,02,2241,Thiérache
02313,Flavigny-le-Grand-et-Beaurain,22,02,2241,Thiérache
02315,Flavy-le-Martel,22,02,2231,Saint-Quentin
02316,Fleury,22,02,2207,Soissons
02317,Fluquières,22,02,2231,Saint-Quentin
02318,Folembray,22,02,2232,Chauny-Tergnier-La Fère
02319,Fonsommes,22,02,2231,Saint-Quentin
02320,Fontaine-lès-Clercs,22,02,2231,Saint-Quentin
02321,Fontaine-lès-Vervins,22,02,2241,Thiérache
02322,Fontaine-Notre-Dame,22,02,2231,Saint-Quentin
02323,Fontaine-Uterte,22,02,2231,Saint-Quentin
02324,Fontenelle,22,02,2241,Thiérache
02325,Fontenelle-en-Brie,22,02,2205,Château-Thierry
02326,Fontenoy,22,02,2207,Soissons
02327,Foreste,22,02,2231,Saint-Quentin
02328,Fossoy,22,02,2205,Château-Thierry
02329,Fourdrain,22,02,2232,Chauny-Tergnier-La Fère
02330,Francilly-Selency,22,02,2231,Saint-Quentin
02331,Franqueville,22,02,2241,Thiérache
02332,Fresnes-en-Tardenois,22,02,2205,Château-Thierry
02333,Fresnes,22,02,2232,Chauny-Tergnier-La Fère
02334,Fresnoy-le-Grand,22,02,2231,Saint-Quentin
02335,Fressancourt,22,02,2232,Chauny-Tergnier-La Fère
02336,Frières-Faillouël,22,02,2232,Chauny-Tergnier-La Fère
02337,Froidestrées,22,02,2241,Thiérache
02338,Froidmont-Cohartille,22,02,2242,Laonnois
02339,Gandelu,22,02,2205,Château-Thierry
02340,Gauchy,22,02,2231,Saint-Quentin
02341,Gercy,22,02,2241,Thiérache
02342,Gergny,22,02,2241,Thiérache
02343,Germaine,22,02,2231,Saint-Quentin
02344,Gernicourt,22,02,2242,Laonnois
02345,Gibercourt,22,02,2231,Saint-Quentin
02346,Gizy,22,02,2242,Laonnois
02347,Gland,22,02,2205,Château-Thierry
02348,Glennes,22,02,2207,Soissons
02349,Goudelancourt-lès-Berrieux,22,02,2242,Laonnois
02350,Goudelancourt-lès-Pierrepont,22,02,2242,Laonnois
02351,Goussancourt,22,02,2205,Château-Thierry
02352,Gouy,22,02,2231,Saint-Quentin
02353,Grandlup-et-Fay,22,02,2242,Laonnois
02354,Grandrieux,22,02,2242,Laonnois
02355,Gricourt,22,02,2231,Saint-Quentin
02356,Grisolles,22,02,2205,Château-Thierry
02357,Gronard,22,02,2241,Thiérache
02358,Grougis,22,02,2241,Thiérache
02359,Grugies,22,02,2231,Saint-Quentin
02360,Guignicourt,22,02,2242,Laonnois
02361,Guise,22,02,2241,Thiérache
02362,Guivry,22,02,2232,Chauny-Tergnier-La Fère
02363,Guny,22,02,2232,Chauny-Tergnier-La Fère
02364,Guyencourt,22,02,2242,Laonnois
02366,Hannapes,22,02,2241,Thiérache
02367,Happencourt,22,02,2231,Saint-Quentin
02368,Haramont,22,02,2207,Soissons
02369,Harcigny,22,02,2241,Thiérache
02370,Hargicourt,22,02,2231,Saint-Quentin
02371,Harly,22,02,2231,Saint-Quentin
02372,Hartennes-et-Taux,22,02,2207,Soissons
02373,Hary,22,02,2241,Thiérache
02374,Lehaucourt,22,02,2231,Saint-Quentin
02375,Hautevesnes,22,02,2205,Château-Thierry
02376,Hauteville,22,02,2241,Thiérache
02377,Haution,22,02,2241,Thiérache
02378,La Hérie,22,02,2241,Thiérache
02379,Le Hérie-la-Viéville,22,02,2241,Thiérache
02380,Hinacourt,22,02,2231,Saint-Quentin
02381,Hirson,22,02,2241,Thiérache
02382,Holnon,22,02,2231,Saint-Quentin
02383,Homblières,22,02,2231,Saint-Quentin
02384,Houry,22,02,2241,Thiérache
02385,Housset,22,02,2241,Thiérache
02386,Iron,22,02,2241,Thiérache
02387,Itancourt,22,02,2231,Saint-Quentin
02388,Iviers,22,02,2241,Thiérache
02389,Jaulgonne,22,02,2205,Château-Thierry
02390,Jeancourt,22,02,2231,Saint-Quentin
02391,Jeantes,22,02,2241,Thiérache
02392,Joncourt,22,02,2231,Saint-Quentin
02393,Jouaignes,22,02,2207,Soissons
02395,Jumencourt,22,02,2232,Chauny-Tergnier-La Fère
02396,Jumigny,22,02,2242,Laonnois
02397,Jussy,22,02,2231,Saint-Quentin
02398,Juvigny,22,02,2207,Soissons
02399,Juvincourt-et-Damary,22,02,2242,Laonnois
02400,Laffaux,22,02,2207,Soissons
02401,Laigny,22,02,2241,Thiérache
02402,Lanchy,22,02,2231,Saint-Quentin
02403,Landifay-et-Bertaignemont,22,02,2241,Thiérache
02404,Landouzy-la-Cour,22,02,2241,Thiérache
02405,Landouzy-la-Ville,22,02,2241,Thiérache
02406,Landricourt,22,02,2232,Chauny-Tergnier-La Fère
02407,Laniscourt,22,02,2242,Laonnois
02408,Laon,22,02,2242,Laonnois
02409,Lappion,22,02,2242,Laonnois
02410,Largny-sur-Automne,22,02,2207,Soissons
02411,Latilly,22,02,2205,Château-Thierry
02412,Launoy,22,02,2207,Soissons
02413,Laval-en-Laonnois,22,02,2242,Laonnois
02414,Lavaqueresse,22,02,2241,Thiérache
02415,Laversine,22,02,2207,Soissons
02416,Lemé,22,02,2241,Thiérache
02417,Lempire,22,02,2231,Saint-Quentin
02418,Lerzy,22,02,2241,Thiérache
02419,Leschelle,22,02,2241,Thiérache
02420,Lesdins,22,02,2231,Saint-Quentin
02421,Lesges,22,02,2207,Soissons
02422,Lesquielles-Saint-Germain,22,02,2241,Thiérache
02423,Leuilly-sous-Coucy,22,02,2232,Chauny-Tergnier-La Fère
02424,Leury,22,02,2207,Soissons
02425,Leuze,22,02,2241,Thiérache
02426,Levergies,22,02,2231,Saint-Quentin
02427,Lhuys,22,02,2207,Soissons
02428,Licy-Clignon,22,02,2205,Château-Thierry
02429,Lierval,22,02,2242,Laonnois
02430,Liesse-Notre-Dame,22,02,2242,Laonnois
02431,Liez,22,02,2232,Chauny-Tergnier-La Fère
02432,Limé,22,02,2207,Soissons
02433,Lislet,22,02,2242,Laonnois
02434,Lizy,22,02,2242,Laonnois
02435,Logny-lès-Aubenton,22,02,2241,Thiérache
02438,Longpont,22,02,2207,Soissons
02439,Longueval-Barbonval,22,02,2207,Soissons
02440,Lor,22,02,2242,Laonnois
02441,Louâtre,22,02,2207,Soissons
02442,Loupeigne,22,02,2205,Château-Thierry
02443,Lucy-le-Bocage,22,02,2205,Château-Thierry
02444,Lugny,22,02,2241,Thiérache
02445,Luzoir,22,02,2241,Thiérache
02446,Ly-Fontaine,22,02,2231,Saint-Quentin
02447,Maast-et-Violaine,22,02,2207,Soissons
02448,Mâchecourt,22,02,2242,Laonnois
02449,Macogny,22,02,2205,Château-Thierry
02450,Macquigny,22,02,2241,Thiérache
02451,Magny-la-Fosse,22,02,2231,Saint-Quentin
02452,Maissemy,22,02,2231,Saint-Quentin
02453,Maizy,22,02,2242,Laonnois
02454,La Malmaison,22,02,2242,Laonnois
02455,Malzy,22,02,2241,Thiérache
02456,Manicamp,22,02,2232,Chauny-Tergnier-La Fère
02457,Marchais,22,02,2242,Laonnois
02458,Marchais-en-Brie,22,02,2205,Château-Thierry
02459,Marcy,22,02,2231,Saint-Quentin
02460,Marcy-sous-Marle,22,02,2242,Laonnois
02461,Marest-Dampcourt,22,02,2232,Chauny-Tergnier-La Fère
02462,Mareuil-en-Dôle,22,02,2205,Château-Thierry
02463,Marfontaine,22,02,2241,Thiérache
02464,Margival,22,02,2207,Soissons
02465,Marigny-en-Orxois,22,02,2205,Château-Thierry
02466,Marizy-Sainte-Geneviève,22,02,2205,Château-Thierry
02467,Marizy-Saint-Mard,22,02,2205,Château-Thierry
02468,Marle,22,02,2242,Laonnois
02469,Marly-Gomont,22,02,2241,Thiérache
02470,Martigny,22,02,2241,Thiérache
02471,Martigny-Courpierre,22,02,2242,Laonnois
02472,Mauregny-en-Haye,22,02,2242,Laonnois
02473,Mayot,22,02,2232,Chauny-Tergnier-La Fère
02474,Mennessis,22,02,2232,Chauny-Tergnier-La Fère
02475,Menneville,22,02,2242,Laonnois
02476,Mennevret,22,02,2241,Thiérache
02477,Mercin-et-Vaux,22,02,2207,Soissons
02478,Merlieux-et-Fouquerolles,22,02,2242,Laonnois
02479,Merval,22,02,2207,Soissons
02480,Mesbrecourt-Richecourt,22,02,2242,Laonnois
02481,Mesnil-Saint-Laurent,22,02,2231,Saint-Quentin
02482,Meurival,22,02,2242,Laonnois
02483,Mézières-sur-Oise,22,02,2231,Saint-Quentin
02484,Mézy-Moulins,22,02,2205,Château-Thierry
02485,Missy-aux-Bois,22,02,2207,Soissons
02486,Missy-lès-Pierrepont,22,02,2242,Laonnois
02487,Missy-sur-Aisne,22,02,2207,Soissons
02488,Molain,22,02,2241,Thiérache
02489,Molinchart,22,02,2242,Laonnois
02490,Monampteuil,22,02,2242,Laonnois
02491,Monceau-le-Neuf-et-Faucouzy,22,02,2241,Thiérache
02492,Monceau-lès-Leups,22,02,2232,Chauny-Tergnier-La Fère
02493,Monceau-le-Waast,22,02,2242,Laonnois
02494,Monceau-sur-Oise,22,02,2241,Thiérache
02495,Mondrepuis,22,02,2241,Thiérache
02496,Monnes,22,02,2205,Château-Thierry
02497,Mons-en-Laonnois,22,02,2242,Laonnois
02498,Montaigu,22,02,2242,Laonnois
02499,Montbavin,22,02,2242,Laonnois
02500,Montbrehain,22,02,2231,Saint-Quentin
02501,Montchâlons,22,02,2242,Laonnois
02502,Montcornet,22,02,2242,Laonnois
02503,Mont-d'Origny,22,02,2231,Saint-Quentin
02504,Montescourt-Lizerolles,22,02,2231,Saint-Quentin
02505,Montfaucon,22,02,2205,Château-Thierry
02506,Montgobert,22,02,2207,Soissons
02507,Montgru-Saint-Hilaire,22,02,2207,Soissons
02508,Monthenault,22,02,2242,Laonnois
02509,Monthiers,22,02,2205,Château-Thierry
02510,Monthurel,22,02,2205,Château-Thierry
02511,Montigny-en-Arrouaise,22,02,2231,Saint-Quentin
02512,Montigny-l'Allier,22,02,2205,Château-Thierry
02513,Montigny-le-Franc,22,02,2242,Laonnois
02514,Montigny-Lengrain,22,02,2207,Soissons
02515,Montigny-lès-Condé,22,02,2205,Château-Thierry
02516,Montigny-sous-Marle,22,02,2242,Laonnois
02517,Montigny-sur-Crécy,22,02,2242,Laonnois
02518,Montlevon,22,02,2205,Château-Thierry
02519,Montloué,22,02,2242,Laonnois
02520,Mont-Notre-Dame,22,02,2207,Soissons
02521,Montreuil-aux-Lions,22,02,2205,Château-Thierry
02522,Mont-Saint-Jean,22,02,2241,Thiérache
02523,Mont-Saint-Martin,22,02,2207,Soissons
02524,Mont-Saint-Père,22,02,2205,Château-Thierry
02525,Morcourt,22,02,2231,Saint-Quentin
02526,Morgny-en-Thiérache,22,02,2242,Laonnois
02527,Morsain,22,02,2207,Soissons
02528,Mortefontaine,22,02,2207,Soissons
02529,Mortiers,22,02,2242,Laonnois
02530,Moulins,22,02,2242,Laonnois
02531,Moussy-Verneuil,22,02,2242,Laonnois
02532,Moÿ-de-l'Aisne,22,02,2231,Saint-Quentin
02533,Muret-et-Crouttes,22,02,2207,Soissons
02534,Muscourt,22,02,2242,Laonnois
02535,Nampcelles-la-Cour,22,02,2241,Thiérache
02536,Nampteuil-sous-Muret,22,02,2207,Soissons
02537,Nanteuil-la-Fosse,22,02,2207,Soissons
02538,Nanteuil-Notre-Dame,22,02,2205,Château-Thierry
02539,Nauroy,22,02,2231,Saint-Quentin
02540,Nesles-la-Montagne,22,02,2205,Château-Thierry
02541,Neufchâtel-sur-Aisne,22,02,2242,Laonnois
02542,Neuflieux,22,02,2232,Chauny-Tergnier-La Fère
02543,Neuilly-Saint-Front,22,02,2205,Château-Thierry
02544,Neuve-Maison,22,02,2241,Thiérache
02545,La Neuville-Bosmont,22,02,2242,Laonnois
02546,La Neuville-en-Beine,22,02,2232,Chauny-Tergnier-La Fère
02547,La Neuville-Housset,22,02,2241,Thiérache
02548,La Neuville-lès-Dorengt,22,02,2241,Thiérache
02549,Neuville-Saint-Amand,22,02,2231,Saint-Quentin
02550,Neuville-sur-Ailette,22,02,2242,Laonnois
02551,Neuville-sur-Margival,22,02,2207,Soissons
02552,Neuvillette,22,02,2231,Saint-Quentin
02553,Nizy-le-Comte,22,02,2242,Laonnois
02554,Nogentel,22,02,2205,Château-Thierry
02555,Nogent-l'Artaud,22,02,2205,Château-Thierry
02556,Noircourt,22,02,2242,Laonnois
02557,Noroy-sur-Ourcq,22,02,2207,Soissons
02558,Le Nouvion-en-Thiérache,22,02,2241,Thiérache
02559,Nouvion-et-Catillon,22,02,2242,Laonnois
02560,Nouvion-le-Comte,22,02,2242,Laonnois
02561,Nouvion-le-Vineux,22,02,2242,Laonnois
02562,Nouvron-Vingré,22,02,2207,Soissons
02563,Noyales,22,02,2241,Thiérache
02564,Noyant-et-Aconin,22,02,2207,Soissons
02565,OEuilly,22,02,2242,Laonnois
02566,Ognes,22,02,2232,Chauny-Tergnier-La Fère
02567,Ohis,22,02,2241,Thiérache
02568,Oigny-en-Valois,22,02,2207,Soissons
02569,Oisy,22,02,2241,Thiérache
02570,Ollezy,22,02,2231,Saint-Quentin
02571,Omissy,22,02,2231,Saint-Quentin
02572,Orainville,22,02,2242,Laonnois
02573,Orgeval,22,02,2242,Laonnois
02574,Origny-en-Thiérache,22,02,2241,Thiérache
02575,Origny-Sainte-Benoite,22,02,2231,Saint-Quentin
02576,Osly-Courtil,22,02,2207,Soissons
02577,Ostel,22,02,2207,Soissons
02578,Oulches-la-Vallée-Foulon,22,02,2242,Laonnois
02579,Oulchy-la-Ville,22,02,2207,Soissons
02580,Oulchy-le-Château,22,02,2207,Soissons
02581,Paars,22,02,2207,Soissons
02582,Paissy,22,02,2242,Laonnois
02583,Pancy-Courtecon,22,02,2242,Laonnois
02584,Papleux,22,02,2241,Thiérache
02585,Parcy-et-Tigny,22,02,2207,Soissons
02586,Parfondeval,22,02,2242,Laonnois
02587,Parfondru,22,02,2242,Laonnois
02588,Pargnan,22,02,2242,Laonnois
02589,Pargny-Filain,22,02,2207,Soissons
02590,Pargny-la-Dhuys,22,02,2205,Château-Thierry
02591,Pargny-les-Bois,22,02,2242,Laonnois
02592,Parpeville,22,02,2231,Saint-Quentin
02593,Pasly,22,02,2207,Soissons
02594,Passy-en-Valois,22,02,2205,Château-Thierry
02595,Passy-sur-Marne,22,02,2205,Château-Thierry
02596,Pavant,22,02,2205,Château-Thierry
02597,Perles,22,02,2207,Soissons
02598,Pernant,22,02,2207,Soissons
02599,Pierremande,22,02,2232,Chauny-Tergnier-La Fère
02600,Pierrepont,22,02,2242,Laonnois
02601,Pignicourt,22,02,2242,Laonnois
02602,Pinon,22,02,2242,Laonnois
02604,Pithon,22,02,2231,Saint-Quentin
02605,Pleine-Selve,22,02,2231,Saint-Quentin
02606,Le Plessier-Huleu,22,02,2207,Soissons
02607,Ploisy,22,02,2207,Soissons
02608,Plomion,22,02,2241,Thiérache
02609,Ployart-et-Vaurseine,22,02,2242,Laonnois
02610,Pommiers,22,02,2207,Soissons
02612,Pont-Arcy,22,02,2207,Soissons
02613,Pontavert,22,02,2242,Laonnois
02614,Pontru,22,02,2231,Saint-Quentin
02615,Pontruet,22,02,2231,Saint-Quentin
02616,Pont-Saint-Mard,22,02,2232,Chauny-Tergnier-La Fère
02617,Pouilly-sur-Serre,22,02,2242,Laonnois
02618,Prémont,22,02,2231,Saint-Quentin
02619,Prémontré,22,02,2242,Laonnois
02620,Presles-et-Boves,22,02,2207,Soissons
02621,Presles-et-Thierny,22,02,2242,Laonnois
02622,Priez,22,02,2205,Château-Thierry
02623,Prisces,22,02,2241,Thiérache
02624,Proisy,22,02,2241,Thiérache
02625,Proix,22,02,2241,Thiérache
02626,Prouvais,22,02,2242,Laonnois
02627,Proviseux-et-Plesnoy,22,02,2242,Laonnois
02628,Puiseux-en-Retz,22,02,2207,Soissons
02629,Puisieux-et-Clanlieu,22,02,2241,Thiérache
02631,Quierzy,22,02,2232,Chauny-Tergnier-La Fère
02632,Quincy-Basse,22,02,2232,Chauny-Tergnier-La Fère
02633,Quincy-sous-le-Mont,22,02,2207,Soissons
02634,Raillimont,22,02,2242,Laonnois
02635,Ramicourt,22,02,2231,Saint-Quentin
02636,Regny,22,02,2231,Saint-Quentin
02637,Remaucourt,22,02,2231,Saint-Quentin
02638,Remies,22,02,2242,Laonnois
02639,Remigny,22,02,2231,Saint-Quentin
02640,Renansart,22,02,2231,Saint-Quentin
02641,Renneval,22,02,2242,Laonnois
02642,Résigny,22,02,2242,Laonnois
02643,Ressons-le-Long,22,02,2207,Soissons
02644,Retheuil,22,02,2207,Soissons
02645,Reuilly-Sauvigny,22,02,2205,Château-Thierry
02646,Révillon,22,02,2207,Soissons
02647,Ribeauville,22,02,2241,Thiérache
02648,Ribemont,22,02,2231,Saint-Quentin
02649,Rocourt-Saint-Martin,22,02,2205,Château-Thierry
02650,Rocquigny,22,02,2241,Thiérache
02651,Rogécourt,22,02,2232,Chauny-Tergnier-La Fère
02652,Rogny,22,02,2241,Thiérache
02653,Romeny-sur-Marne,22,02,2205,Château-Thierry
02654,Romery,22,02,2241,Thiérache
02655,Ronchères,22,02,2205,Château-Thierry
02656,Roucy,22,02,2242,Laonnois
02657,Rougeries,22,02,2241,Thiérache
02658,Roupy,22,02,2231,Saint-Quentin
